step,bucket,reason,segment_chars
25,traceback_in_exit0,traceback_only_no_test_failure,355
25,traceback_in_exit0,traceback_only_no_test_failure,360
25,traceback_in_exit0,traceback_only_no_test_failure,360
25,traceback_in_exit0,traceback_only_no_test_failure,427
25,traceback_in_exit0,traceback_only_no_test_failure,360
25,traceback_in_exit0,traceback_only_no_test_failure,355
25,traceback_in_exit0,traceback_only_no_test_failure,360
25,traceback_in_exit0,traceback_only_no_test_failure,367
25,traceback_in_exit0,traceback_only_no_test_failure,360
25,traceback_in_exit0,traceback_only_no_test_failure,911
26,traceback_in_exit0,traceback_only_no_test_failure,227
26,traceback_in_exit0,traceback_only_no_test_failure,144
26,traceback_in_exit0,traceback_only_no_test_failure,119
26,traceback_in_exit0,traceback_only_no_test_failure,610
26,traceback_in_exit0,traceback_only_no_test_failure,300
26,traceback_in_exit0,traceback_only_no_test_failure,119
26,traceback_in_exit0,traceback_only_no_test_failure,199
26,tests_failed_in_exit0,unexplained_exit0_with_test_failure,254
26,tests_failed_in_exit0,unexplained_exit0_with_test_failure,697
26,tests_failed_in_exit0,unexplained_exit0_with_test_failure,513
26,tests_failed_in_exit0,unexplained_exit0_with_test_failure,868
27,traceback_in_exit0,traceback_only_no_test_failure,639
27,traceback_in_exit0,traceback_only_no_test_failure,606
27,traceback_in_exit0,traceback_only_no_test_failure,1263
27,traceback_in_exit0,traceback_only_no_test_failure,395
27,traceback_in_exit0,traceback_only_no_test_failure,1188
27,traceback_in_exit0,traceback_only_no_test_failure,957
27,traceback_in_exit0,traceback_only_no_test_failure,167
27,traceback_in_exit0,traceback_only_no_test_failure,119
27,traceback_in_exit0,traceback_only_no_test_failure,992
27,traceback_in_exit0,traceback_only_no_test_failure,149
27,traceback_in_exit0,traceback_only_no_test_failure,786
27,traceback_in_exit0,traceback_only_no_test_failure,279
27,traceback_in_exit0,traceback_only_no_test_failure,835
27,traceback_in_exit0,traceback_only_no_test_failure,305
27,traceback_in_exit0,traceback_only_no_test_failure,551
27,traceback_in_exit0,traceback_only_no_test_failure,2104
27,traceback_in_exit0,traceback_only_no_test_failure,2376
27,traceback_in_exit0,traceback_only_no_test_failure,992
27,traceback_in_exit0,traceback_only_no_test_failure,137
27,traceback_in_exit0,traceback_only_no_test_failure,135
27,traceback_in_exit0,traceback_only_no_test_failure,949
27,traceback_in_exit0,traceback_only_no_test_failure,267
27,traceback_in_exit0,traceback_only_no_test_failure,579
27,traceback_in_exit0,traceback_only_no_test_failure,153
27,traceback_in_exit0,traceback_only_no_test_failure,324
28,traceback_in_exit0,traceback_only_no_test_failure,1302
28,traceback_in_exit0,traceback_only_no_test_failure,371
28,traceback_in_exit0,traceback_only_no_test_failure,162
28,traceback_in_exit0,traceback_only_no_test_failure,331
28,traceback_in_exit0,traceback_only_no_test_failure,592
28,traceback_in_exit0,traceback_only_no_test_failure,578
28,traceback_in_exit0,traceback_only_no_test_failure,145
28,traceback_in_exit0,traceback_only_no_test_failure,54
28,traceback_in_exit0,traceback_only_no_test_failure,140
28,traceback_in_exit0,traceback_only_no_test_failure,119
28,traceback_in_exit0,traceback_only_no_test_failure,330
28,traceback_in_exit0,traceback_only_no_test_failure,531
28,traceback_in_exit0,traceback_only_no_test_failure,447
28,traceback_in_exit0,traceback_only_no_test_failure,330
28,traceback_in_exit0,traceback_only_no_test_failure,645
28,traceback_in_exit0,traceback_only_no_test_failure,808
28,traceback_in_exit0,traceback_only_no_test_failure,164
28,traceback_in_exit0,traceback_only_no_test_failure,132
