step,bucket,reason,segment_chars
28,traceback_in_exit0,traceback_only_no_test_failure,305
28,traceback_in_exit0,traceback_only_no_test_failure,174
28,traceback_in_exit0,traceback_only_no_test_failure,147
28,traceback_in_exit0,traceback_only_no_test_failure,217
28,traceback_in_exit0,traceback_only_no_test_failure,173
28,traceback_in_exit0,traceback_only_no_test_failure,157
28,traceback_in_exit0,traceback_only_no_test_failure,136
28,traceback_in_exit0,traceback_only_no_test_failure,141
28,traceback_in_exit0,traceback_only_no_test_failure,269
28,traceback_in_exit0,traceback_only_no_test_failure,147
28,traceback_in_exit0,traceback_only_no_test_failure,159
28,traceback_in_exit0,traceback_only_no_test_failure,147
28,traceback_in_exit0,traceback_only_no_test_failure,148
28,traceback_in_exit0,traceback_only_no_test_failure,141
28,traceback_in_exit0,traceback_only_no_test_failure,6494
28,traceback_in_exit0,traceback_only_no_test_failure,161
28,traceback_in_exit0,traceback_only_no_test_failure,136
28,traceback_in_exit0,traceback_only_no_test_failure,1017
