overlay,series_or_arm,window,metric,n,mean,median
trainer,production-dppo,Q2_steps51_100,val/avg_group_performance_post_filter,50,0.508037,0.538867
trainer,production-dppo,Q2_steps51_100,val/avg_group_performance_pre_filter,50,0.508037,0.538867
trainer,production-dppo,Q2_steps51_100,scores,50,0.635234,0.65625
trainer,production-dppo,Q2_steps51_100,val/sequence_lengths,50,14453.453672,14259.091797
trainer,production-dppo,Q2_steps51_100,tools/aggregate/avg_calls_per_rollout,50,25.054453,25.236328
trainer,production-dppo,Q2_steps51_100,tools/aggregate/failure_rate,50,0.002247,0.001947
trainer,production-dppo,Q2_steps51_100,debug/dppo_mask_frac_kept,50,0.9999,0.999903
trainer,production-dppo,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_mean,50,0.010284,0.010637
trainer,production-dppo,Q2_steps51_100,debug/vllm_local_reverse_kl,50,4.3e-05,7e-05
trainer,production-dppo,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_max,50,0.515717,0.504545
trainer,production-dppo,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_std,50,0.026266,0.026814
trainer,production-dppo,Q3_steps101_150,val/avg_group_performance_post_filter,50,0.576966,0.568621
trainer,production-dppo,Q3_steps101_150,val/avg_group_performance_pre_filter,50,0.576966,0.568621
trainer,production-dppo,Q3_steps101_150,scores,50,0.660469,0.654297
trainer,production-dppo,Q3_steps101_150,val/sequence_lengths,50,17270.575313,17001.880859
trainer,production-dppo,Q3_steps101_150,tools/aggregate/avg_calls_per_rollout,50,24.605313,24.535156
trainer,production-dppo,Q3_steps101_150,tools/aggregate/failure_rate,50,0.002211,0.001948
trainer,production-dppo,Q3_steps101_150,debug/dppo_mask_frac_kept,50,0.999836,0.99988
trainer,production-dppo,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_mean,50,0.01195,0.011968
trainer,production-dppo,Q3_steps101_150,debug/vllm_local_reverse_kl,50,-0.00031,-0.000338
trainer,production-dppo,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_max,50,0.577726,0.556945
trainer,production-dppo,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_std,50,0.030267,0.029146
trainer,production-dppo,Q4_steps151_200,val/avg_group_performance_post_filter,50,0.581936,0.584466
trainer,production-dppo,Q4_steps151_200,val/avg_group_performance_pre_filter,50,0.581936,0.584466
trainer,production-dppo,Q4_steps151_200,scores,50,0.64,0.626953
trainer,production-dppo,Q4_steps151_200,val/sequence_lengths,50,19159.045703,19294.142578
trainer,production-dppo,Q4_steps151_200,tools/aggregate/avg_calls_per_rollout,50,25.407031,24.996094
trainer,production-dppo,Q4_steps151_200,tools/aggregate/failure_rate,50,0.002346,0.002096
trainer,production-dppo,Q4_steps151_200,debug/dppo_mask_frac_kept,50,0.999687,0.999702
trainer,production-dppo,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_mean,50,0.01266,0.012571
trainer,production-dppo,Q4_steps151_200,debug/vllm_local_reverse_kl,50,0.000214,0.000272
trainer,production-dppo,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_max,50,0.650485,0.636522
trainer,production-dppo,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_std,50,0.033188,0.033512
trainer,production-dppo,first_half_steps1_100,val/avg_group_performance_post_filter,100,0.476612,0.477431
trainer,production-dppo,first_half_steps1_100,val/avg_group_performance_pre_filter,100,0.476612,0.477431
trainer,production-dppo,first_half_steps1_100,scores,100,0.629141,0.648438
trainer,production-dppo,first_half_steps1_100,val/sequence_lengths,100,14452.629648,14236.695312
trainer,production-dppo,first_half_steps1_100,tools/aggregate/avg_calls_per_rollout,100,26.42707,25.804688
trainer,production-dppo,first_half_steps1_100,tools/aggregate/failure_rate,100,0.002348,0.001947
trainer,production-dppo,first_half_steps1_100,debug/dppo_mask_frac_kept,100,0.999865,0.999906
trainer,production-dppo,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_mean,100,0.00988,0.009995
trainer,production-dppo,first_half_steps1_100,debug/vllm_local_reverse_kl,100,1.3e-05,2.5e-05
trainer,production-dppo,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_max,100,0.531564,0.506267
trainer,production-dppo,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_std,100,0.026054,0.026109
trainer,production-dppo,second_half_steps101_200,val/avg_group_performance_post_filter,100,0.579451,0.582589
trainer,production-dppo,second_half_steps101_200,val/avg_group_performance_pre_filter,100,0.579451,0.582589
trainer,production-dppo,second_half_steps101_200,scores,100,0.650234,0.644531
trainer,production-dppo,second_half_steps101_200,val/sequence_lengths,100,18214.810508,18442.828125
trainer,production-dppo,second_half_steps101_200,tools/aggregate/avg_calls_per_rollout,100,25.006172,24.822266
trainer,production-dppo,second_half_steps101_200,tools/aggregate/failure_rate,100,0.002279,0.002054
trainer,production-dppo,second_half_steps101_200,debug/dppo_mask_frac_kept,100,0.999761,0.999791
trainer,production-dppo,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_mean,100,0.012305,0.012419
trainer,production-dppo,second_half_steps101_200,debug/vllm_local_reverse_kl,100,-4.8e-05,-3e-05
trainer,production-dppo,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_max,100,0.614106,0.606158
trainer,production-dppo,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_std,100,0.031727,0.031441
trainer,production-dppo,all_steps1_200,val/avg_group_performance_post_filter,200,0.528032,0.537528
trainer,production-dppo,all_steps1_200,val/avg_group_performance_pre_filter,200,0.528032,0.537528
trainer,production-dppo,all_steps1_200,scores,200,0.639687,0.646484
trainer,production-dppo,all_steps1_200,val/sequence_lengths,200,16333.720078,16336.306641
trainer,production-dppo,all_steps1_200,tools/aggregate/avg_calls_per_rollout,200,25.716621,25.314453
trainer,production-dppo,all_steps1_200,tools/aggregate/failure_rate,200,0.002313,0.001989
trainer,production-dppo,all_steps1_200,debug/dppo_mask_frac_kept,200,0.999813,0.999882
trainer,production-dppo,all_steps1_200,debug/vllm_vs_local_logprob_diff_mean,200,0.011093,0.011003
trainer,production-dppo,all_steps1_200,debug/vllm_local_reverse_kl,200,-1.8e-05,1.7e-05
trainer,production-dppo,all_steps1_200,debug/vllm_vs_local_logprob_diff_max,200,0.572835,0.551844
trainer,production-dppo,all_steps1_200,debug/vllm_vs_local_logprob_diff_std,200,0.028891,0.028162
trainer,sgd-control,Q1_steps1_50,val/avg_group_performance_post_filter,50,0.436928,0.425022
trainer,sgd-control,Q1_steps1_50,val/avg_group_performance_pre_filter,50,0.436928,0.425022
trainer,sgd-control,Q1_steps1_50,scores,50,0.635625,0.617188
trainer,sgd-control,Q1_steps1_50,val/sequence_lengths,50,14270.891484,14068.955078
trainer,sgd-control,Q1_steps1_50,tools/aggregate/avg_calls_per_rollout,50,28.806875,29.361328
trainer,sgd-control,Q1_steps1_50,tools/aggregate/failure_rate,50,0.002038,0.001509
trainer,sgd-control,Q1_steps1_50,debug/dppo_mask_frac_kept,50,0.999888,0.999921
trainer,sgd-control,Q1_steps1_50,debug/vllm_vs_local_logprob_diff_mean,50,0.008111,0.007938
trainer,sgd-control,Q1_steps1_50,debug/vllm_local_reverse_kl,50,0.000106,7.1e-05
trainer,sgd-control,Q1_steps1_50,debug/vllm_vs_local_logprob_diff_max,50,0.595222,0.512897
trainer,sgd-control,Q1_steps1_50,debug/vllm_vs_local_logprob_diff_std,50,0.024328,0.023642
trainer,sgd-control,Q2_steps51_100,val/avg_group_performance_post_filter,50,0.441734,0.417468
trainer,sgd-control,Q2_steps51_100,val/avg_group_performance_pre_filter,50,0.441734,0.417468
trainer,sgd-control,Q2_steps51_100,scores,50,0.613047,0.59375
trainer,sgd-control,Q2_steps51_100,val/sequence_lengths,50,14837.996953,14472.472656
trainer,sgd-control,Q2_steps51_100,tools/aggregate/avg_calls_per_rollout,50,28.689062,28.433594
trainer,sgd-control,Q2_steps51_100,tools/aggregate/failure_rate,50,0.002369,0.002002
trainer,sgd-control,Q2_steps51_100,debug/dppo_mask_frac_kept,50,0.99993,0.999933
trainer,sgd-control,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_mean,50,0.008659,0.008439
trainer,sgd-control,Q2_steps51_100,debug/vllm_local_reverse_kl,50,8.9e-05,8.7e-05
trainer,sgd-control,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_max,50,0.513778,0.494862
trainer,sgd-control,Q2_steps51_100,debug/vllm_vs_local_logprob_diff_std,50,0.024059,0.023585
trainer,sgd-control,Q3_steps101_150,val/avg_group_performance_post_filter,50,0.506655,0.488238
trainer,sgd-control,Q3_steps101_150,val/avg_group_performance_pre_filter,50,0.506655,0.488238
trainer,sgd-control,Q3_steps101_150,scores,50,0.656406,0.648438
trainer,sgd-control,Q3_steps101_150,val/sequence_lengths,50,13926.004219,13849.107422
trainer,sgd-control,Q3_steps101_150,tools/aggregate/avg_calls_per_rollout,50,26.693359,26.677734
trainer,sgd-control,Q3_steps101_150,tools/aggregate/failure_rate,50,0.001932,0.001464
trainer,sgd-control,Q3_steps101_150,debug/dppo_mask_frac_kept,50,0.999935,0.999932
trainer,sgd-control,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_mean,50,0.00862,0.008582
trainer,sgd-control,Q3_steps101_150,debug/vllm_local_reverse_kl,50,0.000124,0.00013
trainer,sgd-control,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_max,50,0.492768,0.486146
trainer,sgd-control,Q3_steps101_150,debug/vllm_vs_local_logprob_diff_std,50,0.023837,0.023999
trainer,sgd-control,Q4_steps151_200,val/avg_group_performance_post_filter,50,0.481166,0.497545
trainer,sgd-control,Q4_steps151_200,val/avg_group_performance_pre_filter,50,0.481166,0.497545
trainer,sgd-control,Q4_steps151_200,scores,50,0.6125,0.638672
trainer,sgd-control,Q4_steps151_200,val/sequence_lengths,50,15228.740547,14659.921875
trainer,sgd-control,Q4_steps151_200,tools/aggregate/avg_calls_per_rollout,50,27.44375,26.738281
trainer,sgd-control,Q4_steps151_200,tools/aggregate/failure_rate,50,0.0021,0.001635
trainer,sgd-control,Q4_steps151_200,debug/dppo_mask_frac_kept,50,0.99991,0.999936
trainer,sgd-control,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_mean,50,0.008804,0.008794
trainer,sgd-control,Q4_steps151_200,debug/vllm_local_reverse_kl,50,0.000149,0.000128
trainer,sgd-control,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_max,50,0.528975,0.489015
trainer,sgd-control,Q4_steps151_200,debug/vllm_vs_local_logprob_diff_std,50,0.024264,0.024014
trainer,sgd-control,first_half_steps1_100,val/avg_group_performance_post_filter,100,0.439331,0.418336
trainer,sgd-control,first_half_steps1_100,val/avg_group_performance_pre_filter,100,0.439331,0.418336
trainer,sgd-control,first_half_steps1_100,scores,100,0.624336,0.605469
trainer,sgd-control,first_half_steps1_100,val/sequence_lengths,100,14554.444219,14304.574219
trainer,sgd-control,first_half_steps1_100,tools/aggregate/avg_calls_per_rollout,100,28.747969,28.955078
trainer,sgd-control,first_half_steps1_100,tools/aggregate/failure_rate,100,0.002203,0.001715
trainer,sgd-control,first_half_steps1_100,debug/dppo_mask_frac_kept,100,0.999909,0.999931
trainer,sgd-control,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_mean,100,0.008385,0.008288
trainer,sgd-control,first_half_steps1_100,debug/vllm_local_reverse_kl,100,9.8e-05,7.8e-05
trainer,sgd-control,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_max,100,0.5545,0.503488
trainer,sgd-control,first_half_steps1_100,debug/vllm_vs_local_logprob_diff_std,100,0.024193,0.023585
trainer,sgd-control,second_half_steps101_200,val/avg_group_performance_post_filter,100,0.493911,0.491071
trainer,sgd-control,second_half_steps101_200,val/avg_group_performance_pre_filter,100,0.493911,0.491071
trainer,sgd-control,second_half_steps101_200,scores,100,0.634453,0.648438
trainer,sgd-control,second_half_steps101_200,val/sequence_lengths,100,14577.372383,14245.466797
trainer,sgd-control,second_half_steps101_200,tools/aggregate/avg_calls_per_rollout,100,27.068555,26.738281
trainer,sgd-control,second_half_steps101_200,tools/aggregate/failure_rate,100,0.002016,0.001543
trainer,sgd-control,second_half_steps101_200,debug/dppo_mask_frac_kept,100,0.999922,0.999935
trainer,sgd-control,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_mean,100,0.008712,0.008632
trainer,sgd-control,second_half_steps101_200,debug/vllm_local_reverse_kl,100,0.000137,0.000129
trainer,sgd-control,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_max,100,0.510872,0.486146
trainer,sgd-control,second_half_steps101_200,debug/vllm_vs_local_logprob_diff_std,100,0.024051,0.023999
trainer,sgd-control,all_steps1_200,val/avg_group_performance_post_filter,200,0.466621,0.459077
trainer,sgd-control,all_steps1_200,val/avg_group_performance_pre_filter,200,0.466621,0.459077
trainer,sgd-control,all_steps1_200,scores,200,0.629395,0.625
trainer,sgd-control,all_steps1_200,val/sequence_lengths,200,14565.908301,14298.339844
trainer,sgd-control,all_steps1_200,tools/aggregate/avg_calls_per_rollout,200,27.908262,27.894531
trainer,sgd-control,all_steps1_200,tools/aggregate/failure_rate,200,0.00211,0.001628
trainer,sgd-control,all_steps1_200,debug/dppo_mask_frac_kept,200,0.999916,0.999932
trainer,sgd-control,all_steps1_200,debug/vllm_vs_local_logprob_diff_mean,200,0.008549,0.008467
trainer,sgd-control,all_steps1_200,debug/vllm_local_reverse_kl,200,0.000117,0.000114
trainer,sgd-control,all_steps1_200,debug/vllm_vs_local_logprob_diff_max,200,0.532686,0.496764
trainer,sgd-control,all_steps1_200,debug/vllm_vs_local_logprob_diff_std,200,0.024122,0.023829
