global_step,acceptance_step,scope,prompt_idx,n_samples,reward_mean,reward_std,reward_min,reward_max,n_zero,degenerate
49,49,group,0,32,0.875,0.330719,0.0,1.0,4,0
49,49,group,1,32,0.96875,0.173993,0.0,1.0,1,0
49,49,group,2,32,0.9375,0.242061,0.0,1.0,2,0
49,49,group,3,32,0.96875,0.173993,0.0,1.0,1,0
49,49,group,4,32,0.75,0.433013,0.0,1.0,8,0
49,49,group,5,32,0.71875,0.449609,0.0,1.0,9,0
49,49,group,6,32,0.8125,0.390312,0.0,1.0,6,0
49,49,group,7,32,0.6875,0.463512,0.0,1.0,10,0
49,49,step,,256,0.839844,0.366751,0.0,1.0,41,0
50,50,group,0,32,0.9375,0.242061,0.0,1.0,2,0
50,50,group,1,32,0.46875,0.499022,0.0,1.0,17,0
50,50,group,2,32,0.0625,0.242061,0.0,1.0,30,0
50,50,group,3,32,0.46875,0.499022,0.0,1.0,17,0
50,50,group,4,32,0.96875,0.173993,0.0,1.0,1,0
50,50,group,5,32,0.9375,0.242061,0.0,1.0,2,0
50,50,group,6,32,0.53125,0.499022,0.0,1.0,15,0
50,50,group,7,32,0.90625,0.291481,0.0,1.0,3,0
50,50,step,,256,0.660156,0.473656,0.0,1.0,87,0
51,51,group,0,32,0.4375,0.496078,0.0,1.0,18,0
51,51,group,1,32,0.84375,0.363092,0.0,1.0,5,0
51,51,group,2,32,0.9375,0.242061,0.0,1.0,2,0
51,51,group,3,32,0.84375,0.363092,0.0,1.0,5,0
51,51,group,4,32,0.9375,0.242061,0.0,1.0,2,0
51,51,group,5,32,0.28125,0.449609,0.0,1.0,23,0
51,51,group,6,32,0.46875,0.499022,0.0,1.0,17,0
51,51,group,7,32,0.875,0.330719,0.0,1.0,4,0
51,51,step,,256,0.703125,0.456881,0.0,1.0,76,0
52,52,group,0,32,0.96875,0.173993,0.0,1.0,1,0
52,52,group,1,32,0.9375,0.242061,0.0,1.0,2,0
52,52,group,2,32,0.875,0.330719,0.0,1.0,4,0
52,52,group,3,32,0.34375,0.474959,0.0,1.0,21,0
52,52,group,4,32,0.90625,0.291481,0.0,1.0,3,0
52,52,group,5,32,0.96875,0.173993,0.0,1.0,1,0
52,52,group,6,32,0.21875,0.413399,0.0,1.0,25,0
52,52,group,7,32,0.40625,0.491132,0.0,1.0,19,0
52,52,step,,256,0.703125,0.456881,0.0,1.0,76,0
53,53,group,0,32,0.96875,0.173993,0.0,1.0,1,0
53,53,group,1,32,0.75,0.433013,0.0,1.0,8,0
53,53,group,2,32,0.875,0.330719,0.0,1.0,4,0
53,53,group,3,32,0.75,0.433013,0.0,1.0,8,0
53,53,group,4,32,0.34375,0.474959,0.0,1.0,21,0
53,53,group,5,32,0.6875,0.463512,0.0,1.0,10,0
53,53,group,6,32,0.5625,0.496078,0.0,1.0,14,0
53,53,group,7,32,0.5625,0.496078,0.0,1.0,14,0
53,53,step,,256,0.6875,0.463512,0.0,1.0,80,0
54,54,group,0,32,0.78125,0.413399,0.0,1.0,7,0
54,54,group,1,32,0.8125,0.390312,0.0,1.0,6,0
54,54,group,2,32,0.625,0.484123,0.0,1.0,12,0
54,54,group,3,32,0.28125,0.449609,0.0,1.0,23,0
54,54,group,4,32,0.90625,0.291481,0.0,1.0,3,0
54,54,group,5,32,0.25,0.433013,0.0,1.0,24,0
54,54,group,6,32,0.875,0.330719,0.0,1.0,4,0
54,54,group,7,32,0.9375,0.242061,0.0,1.0,2,0
54,54,step,,256,0.683594,0.465073,0.0,1.0,81,0
55,55,group,0,32,0.9375,0.242061,0.0,1.0,2,0
55,55,group,1,32,0.96875,0.173993,0.0,1.0,1,0
55,55,group,2,32,0.1875,0.390312,0.0,1.0,26,0
55,55,group,3,32,0.90625,0.291481,0.0,1.0,3,0
55,55,group,4,32,0.90625,0.291481,0.0,1.0,3,0
55,55,group,5,32,0.8125,0.390312,0.0,1.0,6,0
55,55,group,6,32,0.28125,0.449609,0.0,1.0,23,0
55,55,group,7,32,0.5625,0.496078,0.0,1.0,14,0
55,55,step,,256,0.695312,0.460275,0.0,1.0,78,0
56,56,group,0,32,0.65625,0.474959,0.0,1.0,11,0
56,56,group,1,32,0.4375,0.496078,0.0,1.0,18,0
56,56,group,2,32,0.6875,0.463512,0.0,1.0,10,0
56,56,group,3,32,0.21875,0.413399,0.0,1.0,25,0
56,56,group,4,32,0.78125,0.413399,0.0,1.0,7,0
56,56,group,5,32,0.3125,0.463512,0.0,1.0,22,0
56,56,group,6,32,0.625,0.484123,0.0,1.0,12,0
56,56,group,7,32,0.78125,0.413399,0.0,1.0,7,0
56,56,step,,256,0.5625,0.496078,0.0,1.0,112,0
57,57,group,0,32,0.65625,0.474959,0.0,1.0,11,0
57,57,group,1,32,0.03125,0.173993,0.0,1.0,31,0
57,57,group,2,32,0.75,0.433013,0.0,1.0,8,0
57,57,group,3,32,0.46875,0.499022,0.0,1.0,17,0
57,57,group,4,32,0.03125,0.173993,0.0,1.0,31,0
57,57,group,5,32,0.6875,0.463512,0.0,1.0,10,0
57,57,group,6,32,0.09375,0.291481,0.0,1.0,29,0
57,57,group,7,32,0.46875,0.499022,0.0,1.0,17,0
57,57,step,,256,0.398438,0.489576,0.0,1.0,154,0
58,58,group,0,32,0.71875,0.449609,0.0,1.0,9,0
58,58,group,1,32,0.1875,0.390312,0.0,1.0,26,0
58,58,group,2,32,0.59375,0.491132,0.0,1.0,13,0
58,58,group,3,32,0.34375,0.474959,0.0,1.0,21,0
58,58,group,4,32,0.9375,0.242061,0.0,1.0,2,0
58,58,group,5,32,0.03125,0.173993,0.0,1.0,31,0
58,58,group,6,32,0.25,0.433013,0.0,1.0,24,0
58,58,group,7,32,0.84375,0.363092,0.0,1.0,5,0
58,58,step,,256,0.488281,0.499863,0.0,1.0,131,0
59,59,group,0,32,0.9375,0.242061,0.0,1.0,2,0
59,59,group,1,32,0.65625,0.474959,0.0,1.0,11,0
59,59,group,2,32,0.875,0.330719,0.0,1.0,4,0
59,59,group,3,32,0.875,0.330719,0.0,1.0,4,0
59,59,group,4,32,0.59375,0.491132,0.0,1.0,13,0
59,59,group,5,32,0.875,0.330719,0.0,1.0,4,0
59,59,group,6,32,0.5,0.5,0.0,1.0,16,0
59,59,group,7,32,0.90625,0.291481,0.0,1.0,3,0
59,59,step,,256,0.777344,0.416029,0.0,1.0,57,0
60,60,group,0,32,0.90625,0.291481,0.0,1.0,3,0
60,60,group,1,32,0.46875,0.499022,0.0,1.0,17,0
60,60,group,2,32,0.8125,0.390312,0.0,1.0,6,0
60,60,group,3,32,0.1875,0.390312,0.0,1.0,26,0
60,60,group,4,32,0.71875,0.449609,0.0,1.0,9,0
60,60,group,5,32,0.9375,0.242061,0.0,1.0,2,0
60,60,group,6,32,0.9375,0.242061,0.0,1.0,2,0
60,60,group,7,32,0.9375,0.242061,0.0,1.0,2,0
60,60,step,,256,0.738281,0.43957,0.0,1.0,67,0
61,61,group,0,32,0.34375,0.474959,0.0,1.0,21,0
61,61,group,1,32,0.875,0.330719,0.0,1.0,4,0
61,61,group,2,32,0.875,0.330719,0.0,1.0,4,0
61,61,group,3,32,0.6875,0.463512,0.0,1.0,10,0
61,61,group,4,32,0.875,0.330719,0.0,1.0,4,0
61,61,group,5,32,0.40625,0.491132,0.0,1.0,19,0
61,61,group,6,32,0.46875,0.499022,0.0,1.0,17,0
61,61,group,7,32,0.9375,0.242061,0.0,1.0,2,0
61,61,step,,256,0.683594,0.465073,0.0,1.0,81,0
62,62,group,0,32,0.34375,0.474959,0.0,1.0,21,0
62,62,group,1,32,0.8125,0.390312,0.0,1.0,6,0
62,62,group,2,32,0.90625,0.291481,0.0,1.0,3,0
62,62,group,3,32,0.75,0.433013,0.0,1.0,8,0
62,62,group,4,32,0.71875,0.449609,0.0,1.0,9,0
62,62,group,5,32,0.90625,0.291481,0.0,1.0,3,0
62,62,group,6,32,0.6875,0.463512,0.0,1.0,10,0
62,62,group,7,32,0.8125,0.390312,0.0,1.0,6,0
62,62,step,,256,0.742188,0.43743,0.0,1.0,66,0
63,63,group,0,32,0.96875,0.173993,0.0,1.0,1,0
63,63,group,1,32,0.03125,0.173993,0.0,1.0,31,0
63,63,group,2,32,0.46875,0.499022,0.0,1.0,17,0
63,63,group,3,32,0.53125,0.499022,0.0,1.0,15,0
63,63,group,4,32,0.09375,0.291481,0.0,1.0,29,0
63,63,group,5,32,0.03125,0.173993,0.0,1.0,31,0
63,63,group,6,32,0.0625,0.242061,0.0,1.0,30,0
63,63,group,7,32,0.53125,0.499022,0.0,1.0,15,0
63,63,step,,256,0.339844,0.473656,0.0,1.0,169,0
64,64,group,0,32,0.9375,0.242061,0.0,1.0,2,0
64,64,group,1,32,0.09375,0.291481,0.0,1.0,29,0
64,64,group,2,32,0.0625,0.242061,0.0,1.0,30,0
64,64,group,3,32,0.09375,0.291481,0.0,1.0,29,0
64,64,group,4,32,0.90625,0.291481,0.0,1.0,3,0
64,64,group,5,32,0.9375,0.242061,0.0,1.0,2,0
64,64,group,6,32,0.84375,0.363092,0.0,1.0,5,0
64,64,group,7,32,0.5,0.5,0.0,1.0,16,0
64,64,step,,256,0.546875,0.497798,0.0,1.0,116,0
65,65,group,0,32,0.40625,0.491132,0.0,1.0,19,0
65,65,group,1,32,0.96875,0.173993,0.0,1.0,1,0
65,65,group,2,32,0.25,0.433013,0.0,1.0,24,0
65,65,group,3,32,0.1875,0.390312,0.0,1.0,26,0
65,65,group,4,32,0.625,0.484123,0.0,1.0,12,0
65,65,group,5,32,0.65625,0.474959,0.0,1.0,11,0
65,65,group,6,32,0.90625,0.291481,0.0,1.0,3,0
65,65,group,7,32,0.875,0.330719,0.0,1.0,4,0
65,65,step,,256,0.609375,0.48789,0.0,1.0,100,0
66,66,group,0,32,0.28125,0.449609,0.0,1.0,23,0
66,66,group,1,32,0.65625,0.474959,0.0,1.0,11,0
66,66,group,2,32,0.28125,0.449609,0.0,1.0,23,0
66,66,group,3,32,0.5,0.5,0.0,1.0,16,0
66,66,group,4,32,0.84375,0.363092,0.0,1.0,5,0
66,66,group,5,32,0.75,0.433013,0.0,1.0,8,0
66,66,group,6,32,0.78125,0.413399,0.0,1.0,7,0
66,66,group,7,32,0.84375,0.363092,0.0,1.0,5,0
66,66,step,,256,0.617188,0.486073,0.0,1.0,98,0
67,67,group,0,32,0.6875,0.463512,0.0,1.0,10,0
67,67,group,1,32,0.125,0.330719,0.0,1.0,28,0
67,67,group,2,32,0.8125,0.390312,0.0,1.0,6,0
67,67,group,3,32,0.65625,0.474959,0.0,1.0,11,0
67,67,group,4,32,0.875,0.330719,0.0,1.0,4,0
67,67,group,5,32,0.90625,0.291481,0.0,1.0,3,0
67,67,group,6,32,0.4375,0.496078,0.0,1.0,18,0
67,67,group,7,32,0.875,0.330719,0.0,1.0,4,0
67,67,step,,256,0.671875,0.469531,0.0,1.0,84,0
68,68,group,0,32,0.71875,0.449609,0.0,1.0,9,0
68,68,group,1,32,0.875,0.330719,0.0,1.0,4,0
68,68,group,2,32,0.9375,0.242061,0.0,1.0,2,0
68,68,group,3,32,0.96875,0.173993,0.0,1.0,1,0
68,68,group,4,32,0.125,0.330719,0.0,1.0,28,0
68,68,group,5,32,0.75,0.433013,0.0,1.0,8,0
68,68,group,6,32,0.90625,0.291481,0.0,1.0,3,0
68,68,group,7,32,0.03125,0.173993,0.0,1.0,31,0
68,68,step,,256,0.664062,0.472317,0.0,1.0,86,0
69,69,group,0,32,0.9375,0.242061,0.0,1.0,2,0
69,69,group,1,32,0.6875,0.463512,0.0,1.0,10,0
69,69,group,2,32,0.9375,0.242061,0.0,1.0,2,0
69,69,group,3,32,0.4375,0.496078,0.0,1.0,18,0
69,69,group,4,32,0.125,0.330719,0.0,1.0,28,0
69,69,group,5,32,0.8125,0.390312,0.0,1.0,6,0
69,69,group,6,32,0.65625,0.474959,0.0,1.0,11,0
69,69,group,7,32,0.8125,0.390312,0.0,1.0,6,0
69,69,step,,256,0.675781,0.468082,0.0,1.0,83,0
70,70,group,0,32,0.0625,0.242061,0.0,1.0,30,0
70,70,group,1,32,0.8125,0.390312,0.0,1.0,6,0
70,70,group,2,32,0.90625,0.291481,0.0,1.0,3,0
70,70,group,3,32,0.84375,0.363092,0.0,1.0,5,0
70,70,group,4,32,0.9375,0.242061,0.0,1.0,2,0
70,70,group,5,32,0.96875,0.173993,0.0,1.0,1,0
70,70,group,6,32,0.84375,0.363092,0.0,1.0,5,0
70,70,group,7,32,0.96875,0.173993,0.0,1.0,1,0
70,70,step,,256,0.792969,0.405178,0.0,1.0,53,0
71,71,group,0,32,0.71875,0.449609,0.0,1.0,9,0
71,71,group,1,32,0.9375,0.242061,0.0,1.0,2,0
71,71,group,2,32,0.34375,0.474959,0.0,1.0,21,0
71,71,group,3,32,0.34375,0.474959,0.0,1.0,21,0
71,71,group,4,32,0.96875,0.173993,0.0,1.0,1,0
71,71,group,5,32,0.96875,0.173993,0.0,1.0,1,0
71,71,group,6,32,0.96875,0.173993,0.0,1.0,1,0
71,71,group,7,32,0.96875,0.173993,0.0,1.0,1,0
71,71,step,,256,0.777344,0.416029,0.0,1.0,57,0
72,72,group,0,32,0.25,0.433013,0.0,1.0,24,0
72,72,group,1,32,0.625,0.484123,0.0,1.0,12,0
72,72,group,2,32,0.96875,0.173993,0.0,1.0,1,0
72,72,group,3,32,0.53125,0.499022,0.0,1.0,15,0
72,72,group,4,32,0.84375,0.363092,0.0,1.0,5,0
72,72,group,5,32,0.96875,0.173993,0.0,1.0,1,0
72,72,group,6,32,0.96875,0.173993,0.0,1.0,1,0
72,72,group,7,32,0.96875,0.173993,0.0,1.0,1,0
72,72,step,,256,0.765625,0.423608,0.0,1.0,60,0
73,73,group,0,32,0.34375,0.474959,0.0,1.0,21,0
73,73,group,1,32,0.1875,0.390312,0.0,1.0,26,0
73,73,group,2,32,0.8125,0.390312,0.0,1.0,6,0
73,73,group,3,32,0.15625,0.363092,0.0,1.0,27,0
73,73,group,4,32,0.75,0.433013,0.0,1.0,8,0
73,73,group,5,32,0.96875,0.173993,0.0,1.0,1,0
73,73,group,6,32,0.1875,0.390312,0.0,1.0,26,0
73,73,group,7,32,0.46875,0.499022,0.0,1.0,17,0
73,73,step,,256,0.484375,0.499756,0.0,1.0,132,0
74,74,group,0,32,0.96875,0.173993,0.0,1.0,1,0
74,74,group,1,32,0.96875,0.173993,0.0,1.0,1,0
74,74,group,2,32,0.6875,0.463512,0.0,1.0,10,0
74,74,group,3,32,0.78125,0.413399,0.0,1.0,7,0
74,74,group,4,32,0.03125,0.173993,0.0,1.0,31,0
74,74,group,5,32,0.96875,0.173993,0.0,1.0,1,0
74,74,group,6,32,0.96875,0.173993,0.0,1.0,1,0
74,74,group,7,32,0.8125,0.390312,0.0,1.0,6,0
74,74,step,,256,0.773438,0.418607,0.0,1.0,58,0
75,75,group,0,32,0.9375,0.242061,0.0,1.0,2,0
75,75,group,1,32,0.875,0.330719,0.0,1.0,4,0
75,75,group,2,32,0.03125,0.173993,0.0,1.0,31,0
75,75,group,3,32,0.71875,0.449609,0.0,1.0,9,0
75,75,group,4,32,0.96875,0.173993,0.0,1.0,1,0
75,75,group,5,32,0.90625,0.291481,0.0,1.0,3,0
75,75,group,6,32,0.03125,0.173993,0.0,1.0,31,0
75,75,group,7,32,0.84375,0.363092,0.0,1.0,5,0
75,75,step,,256,0.664062,0.472317,0.0,1.0,86,0
76,76,group,0,32,0.5625,0.496078,0.0,1.0,14,0
76,76,group,1,32,0.8125,0.390312,0.0,1.0,6,0
76,76,group,2,32,0.46875,0.499022,0.0,1.0,17,0
76,76,group,3,32,0.84375,0.363092,0.0,1.0,5,0
76,76,group,4,32,0.875,0.330719,0.0,1.0,4,0
76,76,group,5,32,0.9375,0.242061,0.0,1.0,2,0
76,76,group,6,32,0.0625,0.242061,0.0,1.0,30,0
76,76,group,7,32,0.90625,0.291481,0.0,1.0,3,0
76,76,step,,256,0.683594,0.465073,0.0,1.0,81,0
77,77,group,0,32,0.90625,0.291481,0.0,1.0,3,0
77,77,group,1,32,0.40625,0.491132,0.0,1.0,19,0
77,77,group,2,32,0.90625,0.291481,0.0,1.0,3,0
77,77,group,3,32,0.65625,0.474959,0.0,1.0,11,0
77,77,group,4,32,0.9375,0.242061,0.0,1.0,2,0
77,77,group,5,32,0.25,0.433013,0.0,1.0,24,0
77,77,group,6,32,0.03125,0.173993,0.0,1.0,31,0
77,77,group,7,32,0.875,0.330719,0.0,1.0,4,0
77,77,step,,256,0.621094,0.485115,0.0,1.0,97,0
